,AAPL,ABBV,ABT,ADBE,ADP,AMD,AMGN,AMT,AMZN,AVGO,BAC,BKNG,BLK,BMY,BRK-B,C,CAT,CB,COST,CRM,CVX,DIS,DUK,ELV,GE,GILD,GOOGL,GS,HD,HON,IBM,INTC,INTU,ISRG,JNJ,JPM,KO,LLY,LMT,LOW,MA,MDLZ,MDT,META,MMC,MRK,MS,MSFT,NEE,NFLX,NKE,NOW,NVDA,ORCL,PEP,PFE,PG,PLD,PM,PYPL,QCOM,REGN,RTX,SCHW,SO,SPGI,SYK,T,TJX,TMO,TSLA,TXN,UBER,UNH,UNP,UPS,V,VRTX,VZ,WMT,XOM,ZTS
2022-06-02,0.016811119475959924,0.004999396653041943,0.02111573586763127,0.055289829047996175,0.02001655164275684,0.07281164817532204,-0.0202825393220063,0.038802773138943314,0.03145034300738625,0.005439141082944188,0.006582791882005612,0.05976570481280352,0.039333253182768146,0.001467176535041137,0.008776210970004694,0.0007636880633188348,0.011168833126174338,0.006086941494315434,0.06700372990558168,0.07002898583159678,-0.001814867161970879,0.015386078756696397,0.001074498260948964,-0.004527397117859877,0.00619173347422608,-0.020225442129866322,0.03275477680286554,0.007456963441946574,0.029206915284112345,0.026731387672981333,0.005164011249400913,0.0165494995761859,0.04527749150359339,0.05000234463116482,-0.003151327255699221,0.01608797348271951,0.010464367296359356,-0.027806341205401597,0.00412010251911088,0.023002386121302898,0.016859952843058856,0.0020664476403220444,0.007363613001604374,0.05417722392021185,0.023527927486927336,-0.012508161893266201,0.002352526545679634,0.007928861382185737,0.030852021909880456,0.06313821183226476,0.03985495211318035,0.062446030781562856,0.06943220397753902,0.021508294644164705,0.008104514559691633,0.0059194431960458704,0.010780168984833916,0.0292387264136178,0.004254736593948039,0.07080499636521531,0.04413653308075882,-0.04282767216308758,0.015082795425384932,0.0301854127108232,0.005294491346381935,0.033221847811587324,0.02802645213468935,-0.0014136184952292519,0.020320019652002586,0.024953953612167012,0.04677398003874078,0.013186613918540813,0.0784655272517627,-0.0005886468338198725,0.018389620865123746,0.021306071046391484,0.02438905739752073,0.0023755024763743027,-0.002139956816561428,0.016421027017949674,-0.0017375680014627415,0.03400774888537095
2022-06-03,-0.038555791688256624,0.0028620389381095457,-0.007999249303240585,-0.026105848997324488,-0.013544494020361508,-0.0210884369035913,0.0006846794072326023,0.016656423383477392,-0.025185068024527135,-0.02326873619383396,-0.013896571847783812,-0.015381325391859435,-0.014480576839917214,0.001332244118051662,-0.012732210224488005,-0.0209803278526427,0.013181763042452221,-0.0065742799504538985,-0.023297248622481503,-0.018524425208002904,0.009091032265638344,-0.019843053570507863,-0.005635585366463802,-0.007385354305948111,-0.013204899351500043,-0.0001575943534950497,-0.026198251013842877,-0.017178248109131045,-0.002583105064979052,-0.011266697869525832,0.0073491265260650085,-0.032336965799112716,-0.04195730533540132,-0.041459500679463024,-0.004120839448484848,-0.013939194470365512,-0.011925162938771106,-0.0025790958185222257,0.0035820338656376016,-0.0034672194989685545,-0.014487214250136993,-0.009993691981726172,-0.030659897128805125,-0.040631701156558786,-0.01767766210871724,-0.0009999970143772519,-0.01267569531383117,-0.016607248119160922,0.0021653848150142707,-0.029791802230495934,-0.017505315939352006,-0.024405659874328967,-0.04450804772397787,-0.018457365351850386,-0.010979148454273613,0.009870860875588416,-0.008967102354732415,-0.015130430148824425,-0.006496480297826901,-0.020267220580982848,-0.0340629157551714,-0.0005548493728277926,0.0009353508694027735,-0.022324709684853228,-0.009085002455605062,-0.020726400558565672,-0.022910533018735357,-0.013685881852850135,-0.02728555271109756,-0.021048902062470898,-0.09219359988526965,-0.024841448187388315,-0.023848025790067506,-0.01350918671304202,-0.006167095607993001,0.007714733604646806,-0.011160161553992465,-0.0022587868140551137,-0.00935866408674968,-0.01717514299974887,0.014538695827130965,-0.02136642089127072
2022-06-04,-0.038555791688256624,0.0028620389381095457,-0.007999249303240585,-0.026105848997324488,-0.013544494020361508,-0.0210884369035913,0.0006846794072326023,0.016656423383477392,-0.025185068024527135,-0.02326873619383396,-0.013896571847783812,-0.015381325391859435,-0.014480576839917214,0.001332244118051662,-0.012732210224488005,-0.0209803278526427,0.013181763042452221,-0.0065742799504538985,-0.023297248622481503,-0.018524425208002904,0.009091032265638344,-0.019843053570507863,-0.005635585366463802,-0.007385354305948111,-0.013204899351500043,-0.0001575943534950497,-0.026198251013842877,-0.017178248109131045,-0.002583105064979052,-0.011266697869525832,0.0073491265260650085,-0.032336965799112716,-0.04195730533540132,-0.041459500679463024,-0.004120839448484848,-0.013939194470365512,-0.011925162938771106,-0.0025790958185222257,0.0035820338656376016,-0.0034672194989685545,-0.014487214250136993,-0.009993691981726172,-0.030659897128805125,-0.040631701156558786,-0.01767766210871724,-0.0009999970143772519,-0.01267569531383117,-0.016607248119160922,0.0021653848150142707,-0.029791802230495934,-0.017505315939352006,-0.024405659874328967,-0.04450804772397787,-0.018457365351850386,-0.010979148454273613,0.009870860875588416,-0.008967102354732415,-0.015130430148824425,-0.006496480297826901,-0.020267220580982848,-0.0340629157551714,-0.0005548493728277926,0.0009353508694027735,-0.022324709684853228,-0.009085002455605062,-0.020726400558565672,-0.022910533018735357,-0.013685881852850135,-0.02728555271109756,-0.021048902062470898,-0.09219359988526965,-0.024841448187388315,-0.023848025790067506,-0.01350918671304202,-0.006167095607993001,0.007714733604646806,-0.011160161553992465,-0.0022587868140551137,-0.00935866408674968,-0.01717514299974887,0.014538695827130965,-0.02136642089127072
2022-06-05,-0.038555791688256624,0.0028620389381095457,-0.007999249303240585,-0.026105848997324488,-0.013544494020361508,-0.0210884369035913,0.0006846794072326023,0.016656423383477392,-0.025185068024527135,-0.02326873619383396,-0.013896571847783812,-0.015381325391859435,-0.014480576839917214,0.001332244118051662,-0.012732210224488005,-0.0209803278526427,0.013181763042452221,-0.0065742799504538985,-0.023297248622481503,-0.018524425208002904,0.009091032265638344,-0.019843053570507863,-0.005635585366463802,-0.007385354305948111,-0.013204899351500043,-0.0001575943534950497,-0.026198251013842877,-0.017178248109131045,-0.002583105064979052,-0.011266697869525832,0.0073491265260650085,-0.032336965799112716,-0.04195730533540132,-0.041459500679463024,-0.004120839448484848,-0.013939194470365512,-0.011925162938771106,-0.0025790958185222257,0.0035820338656376016,-0.0034672194989685545,-0.014487214250136993,-0.009993691981726172,-0.030659897128805125,-0.040631701156558786,-0.01767766210871724,-0.0009999970143772519,-0.01267569531383117,-0.016607248119160922,0.0021653848150142707,-0.029791802230495934,-0.017505315939352006,-0.024405659874328967,-0.04450804772397787,-0.018457365351850386,-0.010979148454273613,0.009870860875588416,-0.008967102354732415,-0.015130430148824425,-0.006496480297826901,-0.020267220580982848,-0.0340629157551714,-0.0005548493728277926,0.0009353508694027735,-0.022324709684853228,-0.009085002455605062,-0.020726400558565672,-0.022910533018735357,-0.013685881852850135,-0.02728555271109756,-0.021048902062470898,-0.09219359988526965,-0.024841448187388315,-0.023848025790067506,-0.01350918671304202,-0.006167095607993001,0.007714733604646806,-0.011160161553992465,-0.0022587868140551137,-0.00935866408674968,-0.01717514299974887,0.014538695827130965,-0.02136642089127072
2022-06-06,0.005227751388958479,-0.004348694518882978,-0.0012866008023532105,-0.000698106626324968,-0.005301821417389108,-0.006114783699135207,-0.012115103253403592,0.0023619023064422873,0.01994280728922404,-0.003710072979455803,-0.0011052600256713507,0.004893235985834021,0.005359236571804038,0.0010642148616508695,0.003891398487096076,0.0013636527376914565,0.003275051687481767,0.017263682268755298,-0.007937046900701294,-0.011032466666522356,-0.004335794488104505,-0.007729815417332642,-0.0004498333476038452,0.00843362209862275,0.00038965256155121253,-0.022379679592030355,0.019901141921636167,0.00574263141332243,-0.0039001703249251785,0.00189912455583241,0.01204154370056365,-0.001152626769110321,4.879900315835073e-05,-0.006244550494864942,-0.00011342829829030787,-0.003303818099813949,-0.0015880362417801663,0.005668908044397902,0.0016263369737423705,0.006753750161510252,0.006483720826691242,0.0006410821801436928,0.0001046285034200789,0.018188640710512738,0.00457850462857512,-0.0007784398589599784,0.008915585806246629,-0.004703327291521231,0.019061950676384054,-0.00924714231278867,-0.005952833706288518,0.00012182739858546121,0.0035257574096831945,0.01643654861270516,0.004185678556699823,0.0011276262292199135,-0.003906726881508393,0.0022731615698579066,0.008055239999471109,0.0032358578902911272,-0.005523188377442478,-0.03382249549524141,0.009135123484496077,-0.028685575967117738,0.001195899550840318,0.008067296942914526,-0.0037987681653685046,0.0019140875565235582,-0.004836273008459346,-0.009353038816258596,0.0160472016783606,-0.026519001352607208,0.024016560367190243,0.009410814337179163,0.0052232756426477955,0.008733454229842286,0.001363732940743878,-0.0053444270648691505,0.008462980482522031,-0.0035905453641682517,-0.0025227853858978966,0.011833366337751228
2022-06-07,0.01758607626113351,0.017812204818352884,0.003950835535686981,0.009220933384828323,0.012618989898749211,-0.0035021556198595594,0.003952111684346171,-0.004525837679972167,-0.014344105316090427,0.02095374662624927,0.005532529238721162,-0.008763271695864772,0.0063228472843783745,0.017807141376199986,0.0048053821218316806,0.013618629620981704,0.015516710848413773,0.0070240071772087465,-0.0014603713918545091,0.023404555293079943,0.01905794349543055,-0.00037096070406139603,0.011070114450400625,0.006011071632000986,0.012986889123697498,0.00822183221029893,0.0028163123259228318,0.003119790226432384,-0.006976414011101162,0.012449369030442803,-0.000700058950415472,0.004384082889779428,0.01877876999270023,0.025504802750375033,0.010997877724734595,0.002620950697878932,0.0060442430083100795,0.028810666009855268,0.02907015459573703,-0.005692062436155387,0.01077362446146779,0.012650129827594059,0.010262840048205879,0.007207143878283695,0.004240956170842969,0.007123857332554717,0.005420229563493972,0.013953437924735912,-0.005112793262064819,0.00745663602137725,0.011977031175797848,0.028200722560373537,0.007452449194341293,-0.0038372177972711974,0.00616170741090305,0.013143204147876952,0.011147644900686204,0.014154859319766677,-0.0008460339311480158,0.020504536681911878,0.010324539218576012,0.008127516039547755,0.033947262443249304,-0.008374882377062187,0.004512382873888221,0.01718606186356131,0.011176671070656896,0.00955105370807452,-0.011015808124347215,0.014071906543569712,0.0025460558898939833,0.01245810475042064,0.02304891651335117,0.014117295998373303,0.015899097344825863,-0.008551214666137397,0.007326205329404534,0.014402930416278048,0.008001477082260733,-0.012012760485533458,0.045831612467190475,0.016198162735707733
2022-06-08,-0.005043471526596233,0.0007374233994075219,-0.0187369731014968,-0.010567156448596737,-0.010302099156712097,-0.032104837505779305,-0.0037742303549442857,-0.006349771496728218,-0.014796745486375773,-0.013316052604980144,-0.01265488378186519,0.008196072435033619,-0.025308541917845484,-0.00535291053337239,-0.01565440381844818,-0.0132438562819156,0.011889082124775019,-0.01540106934220764,-0.008033455983389559,0.010900502544634927,0.005161034815009735,-0.004174838638413725,-0.01646777351110351,-0.00421668575523837,-0.010769075117666116,-0.0025582569467402783,0.00037986097402820107,-0.02124355365907793,-0.01405041334692636,-0.015686668151122407,-0.013657280260880644,-0.052837196683846344,-0.0052561159075638075,-0.015093448482938143,-0.005943580294390349,-0.015914581609771328,-0.005691701811397776,0.004453670659529507,-0.02824895316020215,-0.01635560033892869,-0.0046427971254251466,-0.009804098016634177,-0.0044572588606489605,0.005060005917429278,-0.014560395828260075,-0.011052234126206706,-0.024962088201984756,-0.007669693742495598,-0.01616964651254038,0.021247677396579068,0.005999828814261088,-0.00199431167713926,-0.014480700088600251,-0.01802170232303435,-0.004983063712976299,-0.009080588522257016,-0.012454225175043132,-0.037862425152032864,-0.025780993160785193,-0.01219092726385218,-0.020649478703703816,-0.010130477620591716,-0.012735264377148114,-0.026077944273331877,-0.01400461477475945,-0.016750633977708485,-0.01746829809256345,-0.0042573395998418695,0.006224535395881636,-0.015339022369220023,0.012474516432601446,-0.026376072580777565,0.020948644372650316,-0.007181653493299134,-0.03090716906193114,-0.03272071495054252,-0.004662232569615288,0.00985810099965101,-0.0019361819355927512,-0.008672993218951208,0.011802176810717269,-0.01432847800879622
2022-06-09,-0.03595552481716502,-0.0255943066056169,-0.017263969679314983,-0.005643090501869841,-0.014843755222084809,-0.030421966905798348,-0.015194713345587751,-0.016108321632538614,-0.04150848957443054,-0.01616661306799716,-0.03845067150399406,-0.028971014651610005,-0.003864753819371569,-0.0026254351017033217,-0.02571744086465355,-0.028010042824949122,-0.026675570226225576,-0.019398200475652216,0.008675414411944304,-0.010994336044030661,-0.019930511276902152,-0.03763734530644025,-0.024979672871762393,-0.02176954558706834,-0.030844761830095213,-0.019237003384430573,-0.020124724962419682,-0.033239865678411196,0.007831103088158597,-0.012903522793605515,-0.020379126981404094,-0.029590166164674803,-0.03356170598160091,-0.03957003162743422,-0.020137667520387814,-0.021015794382504782,-0.01733193400183697,-0.03266462123678571,-0.024108526695307275,0.009508873164793208,-0.03678963398349078,-0.02219732822275633,-0.029571041623380978,-0.06427988204438195,-0.021363650183356953,-0.016540186768019494,-0.02451921509970001,-0.020783298993162225,-0.014651486545840808,-0.04959817318826987,-0.03104567702291261,-0.026116916339559593,-0.0321749646798436,-0.03026060983410006,-0.01780023043552592,-0.03160651073201404,-0.01805525648107409,-0.020838379559803943,-0.017867360933629284,-0.03885271903645915,-0.01619184206916624,-0.05311307524380904,-0.018643469235660293,-0.022516229514288,-0.023315017045918984,-0.006672964187480868,-0.033970273346019875,-0.008076108983082642,-0.012697462780115742,-0.022171653199875685,-0.008930555308462429,-0.022918311082087084,-0.01509869883083148,-0.008307574610770696,-0.02205888470949302,-0.01610540002667238,-0.03461355811599043,-0.054054039032574774,-0.011833053492860124,-0.010466265384960871,-0.0216082799221321,-0.02802258616192632
2022-06-10,-0.03862885623438728,-0.015334244988711054,-0.02732672142354231,-0.07640358347149934,-0.01891510078677916,-0.040283433542492975,-0.007197468099282789,-0.03531888066828914,-0.05596211721574329,-0.026877953502495333,-0.038829360394810664,-0.07589645058016603,-0.06392357796437365,-0.01171379117990723,-0.03021940394541167,-0.0452270708122855,-0.03795765188885036,-0.02225463735723099,-0.018514900954831326,-0.0462829481329432,-0.011942316049405988,-0.03775412942243428,0.00037129216687192823,-0.006931373006234143,-0.04747267372996178,-0.007192001220782451,-0.0319935447076648,-0.056538275011081884,-0.03541641134371021,-0.02984216260707384,-0.012829688707123754,-0.020744792949875857,-0.04825857939425793,-0.022290987110302196,-0.006677889978601637,-0.04596581670262778,-0.0063107166273626,-0.020576975238473905,-0.005846792091818043,-0.04092033948380702,-0.04083080077562373,-0.007022806750130228,-0.004935665269818701,-0.045815124536910834,-0.019346534580968244,-0.009317878790857104,-0.046328015894346875,-0.04456355995701755,-0.018489577118696143,-0.050993420206397744,-0.03263070967748938,-0.03874285335200767,-0.05950784868214953,-0.03004909666630351,-0.0015970825816002954,-0.034955798998444365,-0.003789722878040691,-0.04035354737386243,0.006293638952757474,-0.05718698756021379,-0.025674758562498345,-0.0063772199296218135,-0.019408449293149665,-0.031595204714781056,-0.010289314822435447,-0.01090860338662325,-0.011736755529621945,-0.009099437738310678,-0.027700036434658903,-0.0239707712308308,-0.031190911234383223,-0.023517765266255375,-0.06761010945736756,-0.009807251918420468,-0.026154272146790225,-0.019824367263590714,-0.03202156269602596,-0.018559904111118297,-0.0023556720646218388,0.005619075250608452,-0.01827402225907393,-0.030031899631633108
2022-06-11,-0.03862885623438728,-0.015334244988711054,-0.02732672142354231,-0.07640358347149934,-0.01891510078677916,-0.040283433542492975,-0.007197468099282789,-0.03531888066828914,-0.05596211721574329,-0.026877953502495333,-0.038829360394810664,-0.07589645058016603,-0.06392357796437365,-0.01171379117990723,-0.03021940394541167,-0.0452270708122855,-0.03795765188885036,-0.02225463735723099,-0.018514900954831326,-0.0462829481329432,-0.011942316049405988,-0.03775412942243428,0.00037129216687192823,-0.006931373006234143,-0.04747267372996178,-0.007192001220782451,-0.0319935447076648,-0.056538275011081884,-0.03541641134371021,-0.02984216260707384,-0.012829688707123754,-0.020744792949875857,-0.04825857939425793,-0.022290987110302196,-0.006677889978601637,-0.04596581670262778,-0.0063107166273626,-0.020576975238473905,-0.005846792091818043,-0.04092033948380702,-0.04083080077562373,-0.007022806750130228,-0.004935665269818701,-0.045815124536910834,-0.019346534580968244,-0.009317878790857104,-0.046328015894346875,-0.04456355995701755,-0.018489577118696143,-0.050993420206397744,-0.03263070967748938,-0.03874285335200767,-0.05950784868214953,-0.03004909666630351,-0.0015970825816002954,-0.034955798998444365,-0.003789722878040691,-0.04035354737386243,0.006293638952757474,-0.05718698756021379,-0.025674758562498345,-0.0063772199296218135,-0.019408449293149665,-0.031595204714781056,-0.010289314822435447,-0.01090860338662325,-0.011736755529621945,-0.009099437738310678,-0.027700036434658903,-0.0239707712308308,-0.031190911234383223,-0.023517765266255375,-0.06761010945736756,-0.009807251918420468,-0.026154272146790225,-0.019824367263590714,-0.03202156269602596,-0.018559904111118297,-0.0023556720646218388,0.005619075250608452,-0.01827402225907393,-0.030031899631633108
